age,tenure_months,monthly_fee,total_spend,avg_logins_per_week,support_tickets,payment_delays,last_login_days,country_Germany,country_India,country_UK,country_USA,subscription_plan_Enterprise,subscription_plan_Pro,churn
0.9149310106562688,1.2009358004720214,-1.0273436883902056,-0.48827389704316143,0.4217447842976222,0.7068884499066224,0.00020110916306308445,1.3307965337062226,-0.5012496895273365,1.9968803599789913,-0.4989060093791011,-0.49953120594749295,-0.7008579804342984,-0.7083268920731015,0
0.24781396788007334,0.9051806917812519,-1.0273436883902056,-0.5449172971099424,1.757225418552284,-0.6970608051214262,0.00020110916306308445,1.3892360579377954,-0.5012496895273365,1.9968803599789913,-0.4989060093791011,-0.49953120594749295,-0.7008579804342984,-0.7083268920731015,0
0.3812373764353124,-1.01722751470875,-0.30997500715970105,-0.7006866472935902,0.4217447842976222,2.1108377049346707,-1.0053447061524698,0.571082718695776,-0.5012496895273365,-0.5007811284250003,-0.4989060093791011,-0.49953120594749295,-0.7008579804342984,1.4117775439433649,1
1.3819129405996056,-0.7954111831906728,-0.30997500715970105,-0.5944802721683758,1.3120652071340633,-0.6970608051214262,-1.0053447061524698,-0.013312523619952197,-0.5012496895273365,-0.5007811284250003,-0.4989060093791011,2.0018769360028976,-0.7008579804342984,1.4117775439433649,0
0.7815076021010297,-0.3517785201545185,-0.30997500715970105,-0.3820675219179471,1.3120652071340633,-0.6970608051214262,1.0057469244785961,0.16200604907476626,1.995013704533104,-0.5007811284250003,-0.4989060093791011,-0.49953120594749295,-0.7008579804342984,1.4117775439433649,0
0.9816427149338883,1.3488133548174062,1.3638852490448097,2.5138263064962314,-0.023415427120598395,0.004913822392598096,-1.0053447061524698,-0.18863109631467065,-0.5012496895273365,1.9968803599789913,-0.4989060093791011,-0.49953120594749295,1.4268225916188233,-0.7083268920731015,0
1.315201236321986,-0.4257172973272109,1.3638852490448097,0.4746639040921155,-0.9137358499570395,0.004913822392598096,-1.0053447061524698,-1.649619202103991,-0.5012496895273365,-0.5007811284250003,2.004385558002239,-0.49953120594749295,1.4268225916188233,-0.7083268920731015,0
-0.35259137061850254,-0.5735948516725956,-1.0273436883902056,-0.8281342974438474,-0.9137358499570395,-0.6970608051214262,0.00020110916306308445,-1.649619202103991,-0.5012496895273365,-0.5007811284250003,-0.4989060093791011,-0.49953120594749295,-0.7008579804342984,-0.7083268920731015,0
-0.41930307489612206,1.496690909162791,-1.0273436883902056,-0.43163049697638045,-0.46857563853881895,-0.6970608051214262,1.0057469244785961,-0.6561472901672531,-0.5012496895273365,-0.5007811284250003,2.004385558002239,-0.49953120594749295,-0.7008579804342984,-0.7083268920731015,0
-1.0197084133946979,-1.5347989549175967,1.3638852490448097,-0.799812597410457,-1.8040562727934808,1.4088630774206465,-1.0053447061524698,0.86328033985364,1.995013704533104,-0.5007811284250003,-0.4989060093791011,-0.49953120594749295,1.4268225916188233,-0.7083268920731015,1
0.7147958978234101,-1.0911662918814422,-0.30997500715970105,-0.7360887723353283,1.3120652071340633,-0.6970608051214262,0.00020110916306308445,1.0970384367799313,-0.5012496895273365,-0.5007811284250003,-0.4989060093791011,2.0018769360028976,-0.7008579804342984,1.4117775439433649,0
-0.48601477917374164,1.2009358004720214,-1.0273436883902056,-0.48827389704316143,-1.35889606137526,0.7068884499066224,-1.0053447061524698,1.3307965337062226,-0.5012496895273365,-0.5007811284250003,2.004385558002239,-0.49953120594749295,-0.7008579804342984,-0.7083268920731015,0
-0.1524562577856439,-0.9432887375360576,1.3638852490448097,-0.12009179660908496,-0.023415427120598395,1.4088630774206465,-1.0053447061524698,0.45420367023263036,1.995013704533104,-0.5007811284250003,-0.4989060093791011,-0.49953120594749295,1.4268225916188233,-0.7083268920731015,0
-0.35259137061850254,-1.608737732090289,-1.0273436883902056,-1.026386197677581,-0.023415427120598395,1.4088630774206465,-1.0053447061524698,0.5126431944642031,-0.5012496895273365,-0.5007811284250003,-0.4989060093791011,2.0018769360028976,-0.7008579804342984,-0.7083268920731015,0
1.5153363491548446,-0.5735948516725956,-1.0273436883902056,-0.8281342974438474,-0.023415427120598395,0.7068884499066224,0.00020110916306308445,-0.18863109631467065,-0.5012496895273365,-0.5007811284250003,-0.4989060093791011,2.0018769360028976,-0.7008579804342984,-0.7083268920731015,0
